,text
1146,"<s>[INST]Một hình thang có độ dài hai đáy lần lượt là 26cm và 64cm. Chiều cao của hình thang là 30cm thì diện tích hình thang là:, các đáp án
2700cm
2700cm2
1350cm
1350cm2[/INST]</s>
Lời giải:Một hình thang có độ dài hai đáy lần lượt là 26cm và 64cm. 
 Chiều cao của hình thang là 30cm thì diện tích hình thang là: (26 + 64) ${\times}$ 30 : 2 = 1350 (cm2).
Chọn đáp án:1350cm2"
1147,"<s>[INST]Một hình thoi có độ dài đường chéo thứ nhất là 12 cm và đường chéo thứ hai có độ dài bằng $\frac{2}{3}$ đường chéo thứ nhất. Diện tích hình thoi là:, các đáp án
28 cm2
42 cm2
8 cm2
96 cm2[/INST]</s>
Lời giải:Độ dài đường chéo thứ hai là: 12 ${\times}$ $\frac{2}{3}$ = 8 (cm) 
 Diện tích hình thoi là: 12 ${\times}$ $\frac{8}{2}$ = 48 (cm2)
Chọn đáp án:8 cm2"
1148,"<s>[INST]Một hình thoi có độ dài hai đường chéo là 18 cm và 12 cm. Diện tích của hình thoi là:, các đáp án
216 cm2
432 cm2
108 cm2
60 cm2[/INST]</s>
Lời giải:Diện tích của hình thoi là:$\frac{18\times 12}{2}$ = 108 (cm2)
 Đáp số: 108 cm2
Chọn đáp án:108 cm2"
1149,"<s>[INST]“Trong số thập phân 135,43 chữ số 3 ở phần nguyên gấp … lần chữ số 3 ở phần thập phân.” Số thích hợp điền vào chỗ chấm là:, các đáp án
10
100
1 000
10 000[/INST]</s>
Lời giải:Chữ số 3 ở phần nguyên trước phần nguyên 2 vị trí có giá trị là 30, chữ só 3 ở phần thập phân sau dâu phẩy 2 vị trí có giá trị là 0,03. 30 : 0,03 = 1000
Chọn đáp án:1000"
1150,"<s>[INST]Một hình thoi có độ dài hai đường chéo là 18 cm và 3 dm. Diện tích hình thoi đó là:, các đáp án
270 cm2
540 cm2
27 dm2
54 dm2[/INST]</s>
Lời giải:3 dm = 30 cm. Diện tích hình thoi: ($\frac{1}{2}$) ${\times}$ 18 ${\times}$ 30 = 270 cm2 = 0,27 dm.
Chọn đáp án:270 cm2"
1151,"<s>[INST]Một hình tròn có diện tích 3,14dm2 thì bán kính của hình tròn đó là:, các đáp án
1dm
0,5dm
0,1dm
1,57dm[/INST]</s>
Lời giải:bán kính hình tròn: sqrt(Diện tích / 3,14) = căn ($\\frac{3,14}{3,14}$) = 1
Chọn đáp án:1dm"
1152,"<s>[INST]Một hình tròn có tâm O và đường kính BC bằng 710cm. Bán kính của đường tròn là:, các đáp án
700
710
350
355[/INST]</s>
Lời giải:Bán kính = Đường kính / 2 = $\frac{710}{2}$ = 355
Chọn đáp án:355"
1153,"<s>[INST]Một hình trụ có chiều cao bằng 10 và bán kính mặt đáy bằng 5. Một mặt phẳng song song với trục của hình trụ và cách trục một khoảng bằng 3 cắt hình trụ theo thiết diện có diện tích bằng, các đáp án
40
80
100
50[/INST]</s>
Lời giải:Chiều rộng mặt cắt: sprt(5 ${\times}$ 5 - 3 ${\times}$ 3) x 2 = 4 ${\times}$ 2 = 8. Diện tích mặt cắt: 8 x 10 = 80
Chọn đáp án:80"
1154,"<s>[INST]Một hình vuông cho chu vi bằng 32 cm. Vậy diện tích hình vuông đó là:, các đáp án
64 cm2
49 cm2
36 cm2
25 cm2[/INST]</s>
Lời giải:Độ dài cạnh hình vuông là: 32 : 4 = 8 (cm)
 Diện tích hình vuông đó là: 8 ${\times}$ 8 = 64 (cm2)
Chọn đáp án:64 cm2"
1155,"<s>[INST]Một hình vuông có cạnh 5cm. Tính diện tích hình vuông đó?, các đáp án
25cm
25cm²
20cm
20cm²[/INST]</s>
Lời giải:Diện tích hình vuông là: 5 ${\times}$ 5 = 25
Chọn đáp án:25cm²"
1156,"<s>[INST]Một hình vuông có cạnh dài 8 cm. Chu vi của hình vuông đó là:, các đáp án
24 cm
64 cm
32 cm
16 cm[/INST]</s>
Lời giải:Chu vi hình vuông đó là 8 ${\times}$ 4 = 32 (cm)
 Đáp số: 32 cm
Chọn đáp án:32 cm"
1157,"<s>[INST]Một hình vuông có chu vi 20 cm. Diện tích của hình vuông đó là:, các đáp án
20 cm2
25 cm
25 cm2
20 cm[/INST]</s>
Lời giải:Độ dài cạnh của hình vuông là:
 $\frac{20}{4}$ = 5 (cm)
 Diện tích hình vuông là:
 5 ${\times}$ 5 = 25 (cm2)
Chọn đáp án:25 cm2"
1158,"<s>[INST]Một hình vuông có chu vi bằng 36 cm. Diện tích của hình vuông đó là:, các đáp án
4 cm2
1 cm2
0 cm2
2 cm2[/INST]</s>
Lời giải:Độ dài cạnh hình vuông là $\frac{36}{4}$ = 9 (cm)
 Diện tích của hình vuông đó là 9 ${\times}$ 9 = 81 (cm2)
 Đáp số: 81 cm2
Chọn đáp án:1 cm2"
1159,"<s>[INST]Một hình vuông có diện tích bằng 16cm2. Chu vi của hình vuông đó là:, các đáp án
0cm
8cm
14cm
16cm[/INST]</s>
Lời giải:Cạnh hình vuông là sqrt(16) = 4cm. Chu vi hình vuông: 4 ${\times}$x 4 = 16
Chọn đáp án:16cm"
1160,"<s>[INST]1 giờ 15 phút = … phút, các đáp án
115 phút
615 phút
65 phút
75 phút[/INST]</s>
Lời giải:1 giờ = 60 phút. 60 + 15 = 75 phút
Chọn đáp án:75 phút"
1161,"<s>[INST]Một hình vuông có diện tích là 1m269dm2. Chu vi của hình vuông đó là:, các đáp án
26dm
52dm
48dm
44dm[/INST]</s>
Lời giải:1m269dm2 = 169 dm2. Suy ra cạnh hình vuông là căn(169) = 13dm. Chu vi hình vuông là: 13 ${\times}$ 4 = 52
Chọn đáp án:52dm"
1162,"<s>[INST]Một hộ nông dân định trồng đậu và cà trên diện tích 800m^2. Nếu trồng đậu trên diện tích 100m^2 thì cần 20 công làm và thu được 3000000 đồng. Nếu trồng cà thì trên diện tích 100m^2 cần 30 công làm và thu được 4000000 đồng. Hỏi cần trồng mỗi loại câu trên diện tích là bao nhiêu để thu được nhiều tiền nhất khi tổng số công làm không quá 180 công. Hãy chọn phương án đúng nhất trong các phương án sau:, các đáp án
Trồng 600m^2 đậu; 200m^2 cà
Trồng 500m^2 đậu; 300m^2 cà
Trồng 400m^2 đậu; 200m^2 cà
Trồng 200m^2 đậu; 600m^2 cà[/INST]</s>
Lời giải:nan
Chọn đáp án:Trồng 600m^2 đậu; 200m^2 cà"
1163,"<s>[INST]Một hộp chứa 5 bi xanh và 10 bi đỏ, lấy ngẫu nhiên 3 bi. Xác suất để lấy được đúng một bi xanh là, các đáp án
\frac{3}{4}
\frac{2}{3}
\frac{45}{91}
\frac{200}{273}[/INST]</s>
Lời giải:nan
Chọn đáp án:\frac{45}{91}"
1164,"<s>[INST]Một hộp có 3 bi xanh, 4 bi đỏ và 5 bi vàng. Chọn ngẫu nhiên 3 bi sao cho có đủ ba màu. Số cách chọn là:, các đáp án
60
220
360
120[/INST]</s>
Lời giải:Số cách chọn 3 viên bi đủ màu là: 3 ${\times}$ 4 ${\times}$ 5
Chọn đáp án:60"
1165,"<s>[INST]Một hộp đựng 10 viên bi: 3 viên bi đỏ, 5 viên bi vàng, 2 viên bi trắng. Lan bịt mắt lấy ngẫu nhiên một viên bi. Khả năng nào sau đây không thể xảy ra:, các đáp án
Lan có thể lấy được viên bi đỏ
Lan có thể lấy được viên bi vàng
Lan có thể lấy được viên bi trắng
Lan có thể lấy được viên bi xanh[/INST]</s>
Lời giải:Lan không thể lấy được viên vi xanh vì trong hộp không có viên bi nào màu xanh.
Chọn đáp án:Lan có thể lấy được viên bi xanh"
1166,"<s>[INST]Một hộp đựng 3 viên bi màu xanh, 5 viên bi màu đỏ, 6 viên bi màu trắng và 7 viên bi màu đen. Chọn ngẫu nhiên đồng thời từ hộp 4 viên bi, tính xác suất để 4 viên bi được chọn không nhiều hơn 3 màu và luôn có bi màu xanh?, các đáp án
2058/5985
2259/5985
2085/5985
2295/5985[/INST]</s>
Lời giải:nan
Chọn đáp án:$\frac{2295}{5985}$"
1167,"<s>[INST]Một hộp đựng 8 quả cầu xanh, 12 quả cầu đỏ. Lấy ngẫu nhiên 1 quả cầu trong hộp, sau đó lấy ngẫu nhiên 1 quả cầu trong các quả cầu còn lại. Xác suất để lấy được 2 quả cầu cùng màu là, các đáp án
50,53%
49,47%
85,26%
14,74%[/INST]</s>
Lời giải:Lấy 2 quả cầu xanh hoặc 2 quả cầu đỏ ta có: ($\frac{8}{20}$ ${\times}$ $\frac{7}{19}$ + $\frac{12}{20}$ ${\times}$ $\frac{11}{19}$) x 100% = 49,47%
Chọn đáp án:49,47%"
1168,"<s>[INST]Một khối kim loại hình lập phương có thể tích 2,45cm3 nặng 18,62g. Hỏi khối kim loại cùng chất có thể tích 3,5cm3 cận nặng bao nhiêu gam?, các đáp án
7,6 g
13,034 g
26,6 g
26,22 g[/INST]</s>
Lời giải: 3,5 x 18,62 ; 2,45 = 26,6g
Chọn đáp án:26,6 g"
1169,"<s>[INST]Một khu công nghiệp hình chữ nhật có chiều dài 4000m và chiều rộng bằng 2km. Diện tích khu vườn theo đơn vị ki-lô-mét vuông là:, các đáp án
8km2
80km2
800km2
8000km2[/INST]</s>
Lời giải:Diện tích khu vườn theo đơn vị ki-lô-mét vuông là (4000 : 1000) ${\times}$ 2 = 8km2
Chọn đáp án:8km2"
1170,"<s>[INST]1 giờ 40 phút = ... ?, các đáp án
1,40 giờ
140 phút
100 phút
$\frac{5}{3}$ giờ[/INST]</s>
Lời giải:1 giờ = 60 phút. 60 + 40 = 100 phút
Chọn đáp án:100 phút"
1171,"<s>[INST]Một khu đất hình chữ nhất có chiều dài là 60m, chiều rộng là 24m. Người ta chia thành những thửa đất hình vuông bằng nhau, để mỗi thửa đất có diện tích lớn nhất thì độ dài mỗi cạnh của thửa đất đó bằng?, các đáp án
6m
10m
12m
9m[/INST]</s>
Lời giải:nan
Chọn đáp án:12m"
1172,"<s>[INST]Một lớp có 16 học sinh nữ và 24 học sinh nam. Vậy số học sinh nam chiếm số phần trăm so với số học sinh cả lớp là:, các đáp án
40%
70%
60%
50%[/INST]</s>
Lời giải:Tổng số học sinh nam và nữ là:$16 + 24 = 40$ (học sinh)
 Số học sinh nam chiếm số phần trăm so với số học sinh cả lớp là: 24 : 40 ${\times}$ 100% = 60%
Chọn đáp án:60%"
1173,"<s>[INST]Một lớp có 24 bạn nam và 15 bạn nữ. Hỏi có bao nhiêu cách chọn một bạn làm trực nhật., các đáp án
24
15
40
360[/INST]</s>
Lời giải:nan
Chọn đáp án:40"
1174,"<s>[INST]Một lớp học có 18 học sinh nữ và 12 học sinh nam. Hỏi số học sinh nam chiếm bao nhiêu phần số học sinh cả lớp ?, các đáp án
$\frac{2}{5}$
$\frac{2}{3}$
$\frac{3}{5}$
$\frac{3}{2}$[/INST]</s>
Lời giải:Số học sinh cả lớp: 18 + 12 = 30. Số học sinh nam chiếm: 12 : 30 = 0,4 x 100% = 40%
Chọn đáp án:$\frac{2}{5}$"
1175,"<s>[INST]Một lớp học có 30 học sinh, trong đó có 12 bạn nữ. Hỏi số bạn nữ chiếm bao nhiêu phần trăm so với số học sinh cả lớp?, các đáp án
40%
60%
25%
125%[/INST]</s>
Lời giải:Số học sinh nữ chiếm: 12 : 30 = 0.4 ${\times}$ 100% = 40%
Chọn đáp án:40%"
1176,"<s>[INST]Một lớp học có 30 học sinh, trong đó có 12 học sinh nữ. Số học sinh nam chiếm số phần trăm số học sinh cả lớp là:, các đáp án
40%
60%
25%
125%[/INST]</s>
Lời giải:Một lớp học có 30 học sinh, trong đó có 12 học sinh nữ. 
 Số học sinh nam là: 30 – 12 = 18 (học sinh)
 Số học sinh nam chiếm số phần trăm số học sinh cả lớp là: 18 : 30 ${\times}$ 100% = 60%
Chọn đáp án:60%"
1177,"<s>[INST]Một lớp học có 30 học sinh. Số học sinh nữ chiếm 60% số học sinh cả lớp. Số học sinh nam của lớp là:, các đáp án
12 học sinh
18 học sinh
25 học sinh
24 học sinh[/INST]</s>
Lời giải:Số học sinh nữ chiếm 60%. Vậy số học sinh nữ là 0,6 x 30 = 18. Số học sinh nam là: 30 – 18 = 12 (học sinh)
Chọn đáp án:12 học sinh"
1178,"<s>[INST]Một lớp học có 36 học sinh, trong đó có 9 học sinh được xếp loại giỏi. Tỉ số phần trăm của số học sinh giỏi so với số học sinh cả lớp ., các đáp án
25 %
30 %
35 %
40 %[/INST]</s>
Lời giải:9 : 36 = $\frac{1}{4}$ ${\times}$ 100% = 25%
Chọn đáp án:25 %"
1179,"<s>[INST]Một lớp học có 36 học sinh, trong đó có 9 học sinh được xếp loại giỏi. Tỉ số phần trăm của số học sinh giỏi so với số học sinh cả lớp., các đáp án
25 %
30 %
35 %
40 %[/INST]</s>
Lời giải:9 : 36 = $\frac{1}{4}$ ${\times}$ 100% = 25%
Chọn đáp án:25 %"
1180,"<s>[INST]1 kg bằng:
1000 g
100 g
10 g[/INST]</s>
Lời giải:1kg x 1000 = 1000g
chọn đáp án:1000 g"
1181,"<s>[INST]Một mảnh đất sử dụng 320ha đất trồng cây bưởi và 480ha đất trồng cây nhãn. Hỏi diện tích đất trồng nhẫn bằng bao nhiêu phần trăm diện tích của mảnh đất?, các đáp án
60%
30%
40%
50%[/INST]</s>
Lời giải:Diện tích mảnh đất là: 320 + 480 = 800 (ha)
 Diện tích trồng nhãn bằng số phần trăm diện tích mảnh đất là: $\frac{480}{800}$ ${\times}$100 = 60%

Chọn đáp án:60%"
1182,"<s>[INST]1 km = … m. Số thích hợp để điền vào chỗ chấm là:, các đáp án
1 000
100
10
1[/INST]</s>
Lời giải: 1km  = 1000m
Chọn đáp án:1000"
1183,"<s>[INST]Một người bán hàng bỏ ra 80000 đồng tiền vốn và được lãi 2%. Số tiền lãi của người bán hàng là:, các đáp án
20 000 đồng
18 000 đồng
1 600 đồng
14 000 đồng[/INST]</s>
Lời giải:Số tiền lãi của người bán hàng là: 80000 ${\times}$ $\frac{2}{100}$ = 1600 (đồng)
 Đáp số: 1600 đồng
Chọn đáp án:1600 đồng"
1184,"<s>[INST]Một người bán hàng đã bỏ ra 1500000 đồng để nhập hàng. Sau khi bán hết số hàng đó, người ấy lãi 10%. Tổng số tiền người đó thu được sau khi bán hết hàng là:, các đáp án
1 650 000 đồng
150 000 đồng
1 150 000 đồng
16 500 000 đồn[/INST]</s>
Lời giải:Số tiền lãi người đó thu được là: 1500000 ${\times}$ $\frac{10}{100}$ = 150000 (đồng)
 Tổng số tiền người đó thu được sau khi bán hết hàng là:1500000 + 150000 = 1650000 (đồng)
 Đáp số: 1650000 đồng
Chọn đáp án:1650000 đồng"
1185,"<s>[INST]$\frac{1}{2}$ của một giờ bằng bao nhiêu phút?, các đáp án
12 phút
30 phút
10 phút
20 phút[/INST]</s>
Lời giải:$\frac{1}{2}$ của một giờ = 30 phút
Chọn đáp án:30 phút"
1186,"<s>[INST]Một người đi xe đạp được quãng đường dài 471m, bánh xe đã quay được 100 vòng. Bán kính của bánh xe là:, các đáp án
0,75m
7,5m
1,5m
15m[/INST]</s>
Lời giải:Một người đi xe đạp được quãng đường dài 471m, bánh xe đã quay được 100 vòng. 
 Chu vi của bánh xe là: $\frac{471}{100}$ = 4,71 (m)
 Bán kính của bánh xe là: 4,71 : 3,14 : 2 = 0,75 (m).
Chọn đáp án:0,75m"
1187,"<s>[INST]Một người đi xe đạp trên quãng đường dài 18,3km thì hết 1 giờ 30 phút. Nếu cứ đi với vận tốc đó thì người đó đi hết quãng đường dài 30,5km trong thời gian:, các đáp án
2 giờ 5 phút
2 giờ 15 phút
2 giờ 25 phút
2 giờ 30 phút[/INST]</s>
Lời giải:Đổi 1 giờ 30 phút = 1,5 giờ
 Vận tốc của người đi xe đạp là: $\\frac{18,3}{1,5}$ = 12,2 (km/giờ)
 Nếu cứ đi với vận tốc đó thì người đó đi hết quãng đường dài 30,5km trong thời gian: 30,5 : 12,2 = 2,5 (giờ)
 Đổi 2,5 giờ = 2 giờ 30 phút.
Chọn đáp án:2 giờ 30 phút"
1188,"<s>[INST]Một người đi xe đạp trong 1 giờ 15 phút được 16,25km. Vận tốc của người đó là:, các đáp án
12 km/giờ
13 km/giờ
13km/phút
15 km/giờ[/INST]</s>
Lời giải:Đổi 1 giờ 15 phút = 1,25 giờ
 Vận tốc của người đó là: $\\frac{16,25}{1,25}$ = 13 (km/giờ)
Chọn đáp án:13 km/giờ"
1189,"<s>[INST]Một người đi xe máy hết 80km trong 2 giờ 30 phút. Vận tốc của người đó là:, các đáp án
40km/giờ
16 km/giờ
32km/giờ
50km/giờ[/INST]</s>
Lời giải:Đổi 2 giờ 30 phút = 2,5 giờ. 
 Vận tốc của người đó là: $\frac{80}{2}$,5 = 32 (km/giờ)
Chọn đáp án:32km/giờ"
1190,"<s>[INST]10 là tích của hai số nào?, các đáp án
5 và 5
2 và 4
5 và 2
2 và 7[/INST]</s>
Lời giải:5 ${\times}$ 2 = 10 nên 10 là tích của 5 và 2
Chọn đáp án:5 và 2"
1191,"<s>[INST]Một nhóm bạn gồm Hoa, Hồng, Huệ, Hương. Cô giáo chọn 1 bạn bất kì để làm nhóm trưởng. Cô giáo ‘không thể’ chọn bạn nào?, các đáp án
Hoa
Hồng
Đào
Hương[/INST]</s>
Lời giải:Vì trong danh sách không có bạn Đào nên cô giáo không thể chọn bạn Đào.
Chọn đáp án:Đào"
1192,"<s>[INST]Một ô tô đi được 60 km với vận tốc 60 km/giờ, tiếp đó ô tô đi được 60 km với vận tốc 30 km/giờ. Thời gian ô tô đã đi cả hai đoạn đường là:, các đáp án
1,5 giờ
2 giờ
3 giờ
4 giờ[/INST]</s>
Lời giải:vì đoạn đường thứ nhất ô tô đi hết 1 giờ, đoạn đường thứ hai ô tô đi hết 2 giờ nên tổng số thời gian ô tô đã đi đoạn đường là 3 giờ
Chọn đáp án:3 giờ"
1193,"<s>[INST]Một ô tô đi từ A đến B với vận tốc 38,5km/giờ được quãng đường 100,1km. Thời gian ô tô đã đi là:, các đáp án
2 giờ 1 phút
2 giờ 6 phút
2 giờ 36 phút
2 giờ 30 phút[/INST]</s>
Lời giải:Thời gian ô tô đã đi là: $\\frac{100,1}{38,5}$ = 2,6 (giờ)
 Đổi 2,6 giờ = 2 giờ 36 phút.
Chọn đáp án:2 giờ 36 phút"
1194,"<s>[INST]Một ô tô đi từ Hà Nội lúc 11 giờ trưa và đến Vinh lúc 5 giờ 30 phút chiều. Dọc đường ô tô dừng ở Ninh Bình và Thanh Hóa mỗi nơi 15 phút. Hỏi không kể thời gian dừng dọc đường, ô tô đi hết quãng đường từ Hà Nội đến Vinh mất bao nhiêu thời gian ?, các đáp án
4 giờ 30 phút
6 giờ 30 phút
6 giờ 15 phút
6 giờ[/INST]</s>
Lời giải:5 giờ 30 phút chiều = 17 giờ 30 phút
 Thời gian ô tô chạy từ Hà Nội đến Vinh gồm cả thời gian dừng là:
 17 giờ 30 phút – 11 giờ = 6 giờ 30 phút
 Thời gian ô tô dừng ở Ninh Bình và Thanh Hóa là:
 15 phút + 15 phút = 30 phút
 Thời gian ô tô đi từ Hà Nội đến Vinh không kể thời gian dừng là:
 6 giờ 30 phút – 30 phút = 6 giờ
Chọn đáp án:6 giờ"
1195,"<s>[INST]Một sân vận động hình chữ nhật có chiều rộng 95 m, chiều dài gấp 3 lần chiều rộng. Chu vi sân vận động đó là:, các đáp án
80 m
85 m
70 m
60 m[/INST]</s>
Lời giải:Chiều dài sân vận động là: 95 ${\times}$ 3 = 285 (m)
 Chu vi sân vận động hình chữ nhật là: (285 + 95) ${\times}$ 2 = 760 (m)
Chọn đáp án:60 m"
